,Department,GEO,Role,Percent_Remote,last_evaluation,number_project,average_montly_hours,time_spend_company,left_Company,promotion_last_5years,salary,LinkedIn_Hits,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Sensor_StepCount,Sensor_Heartbeat(Average/Min),Sensor_Proximity(1-highest/10-lowest),EMP_Sat_Remote_Mean,EMP_Engagement_Mean
8901,Human Resources,France,Level 1,0.8,0.78,4,164,2,0,0,low,3,2,4,2,3,5735,77,2,4.2,4.2
8902,IT,Japan,Level 1,0.8,0.78,5,255,3,0,0,high,6,2,3,2,3,4044,77,8,4.2,4.2
8903,Warehouse,Japan,Level 1,0.8,0.78,4,153,3,0,0,medium,6,4,3,4,2,5748,76,1,4.2,4.2
8904,Operations,Turkey,Level 1,0.8,0.78,3,165,2,0,0,low,6,2,2,2,3,4445,71,2,4.2,4.2
8905,Sales,Korea,VP,0.8,0.78,3,162,3,0,0,medium,6,2,3,4,3,4505,75,7,4.2,4.2
8906,Finance,US,Senior Director,0.8,0.78,3,223,3,0,0,low,8,3,3,3,2,5318,75,5,4.2,4.2
8907,Human Resources,France,Senior Director,0.8,0.78,3,200,2,0,0,medium,6,4,2,4,2,4751,90,8,4.2,4.2
8908,IT,Australia,Senior Director,0.8,0.78,3,194,3,0,0,medium,3,2,3,4,4,4435,71,7,4.2,4.2
8909,Warehouse,Japan,Director,0.8,0.78,3,257,2,0,0,low,6,3,2,3,3,4897,77,8,4.2,4.2
8910,Operations,US,Director,0.8,0.78,2,188,2,0,0,low,5,4,3,2,3,5250,76,1,4.2,4.2
8911,Sales,China,Director,0.8,0.78,3,221,3,0,0,medium,1,4,4,3,3,5391,79,1,4.2,4.2
8912,Finance,UK,Director,0.8,0.78,4,193,2,0,0,low,6,4,4,2,2,4855,71,7,4.2,4.2
8913,Human Resources,Colombia,Director,0.8,0.78,3,166,2,0,0,low,2,4,3,3,2,5710,77,7,4.2,4.2
8914,IT,France,Director,0.8,0.78,4,212,2,0,0,medium,8,2,2,2,4,4239,75,3,4.2,4.2
8915,Warehouse,US,Senior Manager,0.8,0.78,3,252,3,0,0,medium,7,3,3,2,2,4507,75,2,4.2,4.2
8916,Operations,Turkey,Senior Manager,0.8,0.78,3,155,2,0,0,low,7,3,4,3,3,4221,75,6,4.2,4.2
8917,Sales,China,Senior Manager,0.8,0.78,4,244,4,0,0,medium,2,2,4,4,3,5365,76,7,4.2,4.2
8918,Finance,US,Senior Manager,0.8,0.78,3,162,2,0,0,medium,7,2,2,3,2,5719,72,9,4.2,4.2
8919,Human Resources,Australia,Senior Manager,0.8,0.78,2,228,2,0,0,medium,10,2,2,3,3,4854,80,6,4.2,4.2
8920,IT,France,Senior Manager,0.8,0.78,4,208,3,0,0,medium,3,2,2,4,4,4837,79,9,4.2,4.2
8921,Warehouse,Korea,Senior Manager,0.8,0.78,5,156,3,0,0,medium,7,3,4,4,4,4293,72,4,4.2,4.2
8922,Operations,US,Senior Manager,0.8,0.78,3,209,2,0,0,high,1,4,4,3,2,5779,77,9,4.2,4.2
8923,Sales,France,Senior Manager,0.8,0.78,4,203,2,0,0,medium,8,4,2,4,4,4450,80,6,4.2,4.2
8924,Finance,Australia,Senior Manager,0.8,0.78,4,196,5,0,0,high,7,2,4,2,3,4622,77,4,4.2,4.2
8925,Human Resources,China,Senior Manager,0.8,0.78,4,256,3,0,0,low,8,3,3,2,2,4398,75,4,4.2,4.2
8926,IT,UK,Senior Manager,0.8,0.78,4,159,4,0,0,medium,4,3,4,4,2,4816,76,1,4.2,4.2
8927,Warehouse,Colombia,Manager,0.8,0.78,5,137,4,0,0,low,4,4,4,3,3,5888,80,2,4.2,4.2
8928,Operations,UK,Manager,0.8,0.78,2,271,3,0,0,low,4,2,3,3,2,5775,78,5,4.2,4.2
8929,Sales,Japan,Manager,0.8,0.78,5,264,2,0,0,medium,3,4,2,4,2,4056,76,8,4.2,4.2
8930,Finance,Japan,Manager,0.8,0.78,2,264,3,0,0,medium,1,3,3,3,2,4518,79,4,4.2,4.2
8931,Human Resources,France,Manager,0.8,0.78,4,205,2,0,0,medium,10,4,4,2,4,4178,80,8,4.2,4.2
8932,IT,UK,Manager,0.8,0.78,5,266,3,0,0,low,10,3,3,3,2,5858,76,3,4.2,4.2
8933,Warehouse,Colombia,Manager,0.8,0.78,5,200,3,0,0,medium,8,4,4,2,2,5206,90,8,4.2,4.2
8934,Operations,UK,Manager,0.8,0.78,4,154,6,0,0,medium,10,2,3,4,4,4361,75,9,4.2,4.2
8935,Sales,France,Manager,0.8,0.78,3,178,3,0,0,low,4,3,2,2,3,5119,74,7,4.2,4.2
8936,Finance,Colombia,Manager,0.8,0.78,5,198,3,0,0,low,7,4,3,3,2,5768,73,7,4.2,4.2
8937,Human Resources,France,Manager,0.8,0.78,3,218,2,0,0,medium,2,2,2,4,4,5973,77,3,4.2,4.2
8938,IT,Turkey,Manager,0.8,0.78,4,185,3,0,0,high,6,2,3,2,3,4238,75,7,4.2,4.2
8939,Warehouse,US,Manager,0.8,0.78,3,235,3,0,0,low,4,2,4,3,2,5498,77,4,4.2,4.2
8940,Operations,France,Manager,0.8,0.78,3,251,3,0,0,high,4,2,4,3,3,4156,77,7,4.2,4.2
8941,Sales,China,Manager,0.8,0.78,5,275,5,0,0,low,9,3,4,3,3,5168,77,7,4.2,4.2
8942,Finance,Japan,Manager,0.8,0.78,5,156,5,0,0,low,9,3,2,2,2,5237,73,4,4.2,4.2
8943,Human Resources,UK,Manager,0.8,0.78,3,135,3,0,0,low,3,4,3,3,3,4938,72,1,4.2,4.2
8944,IT,Colombia,Manager,0.8,0.78,4,143,3,0,0,medium,4,4,4,2,3,4283,72,4,4.2,4.2
8945,Warehouse,Colombia,Manager,0.8,0.78,5,240,3,0,0,high,10,2,4,2,2,5277,76,2,4.2,4.2
8946,Operations,Japan,Manager,0.8,0.78,5,131,5,0,0,low,4,4,2,2,3,4600,79,7,4.2,4.2
8947,Sales,Colombia,Manager,0.8,0.78,4,142,3,0,0,medium,2,2,2,4,2,5692,77,4,4.2,4.2
8948,Finance,China,Manager,0.8,0.78,5,275,4,0,0,low,7,3,4,3,2,4597,79,4,4.2,4.2
8949,Human Resources,Australia,Level 2-4,0.8,0.78,5,137,3,0,0,low,5,2,2,3,2,5914,76,6,4.2,4.2
8950,IT,Turkey,Level 2-4,0.8,0.78,3,165,4,0,0,medium,3,3,2,4,4,4235,76,1,4.2,4.2
8951,Warehouse,Turkey,Level 2-4,0.8,0.78,5,250,2,0,0,low,10,2,4,2,3,4277,78,3,4.2,4.2
8952,Operations,France,Level 2-4,0.8,0.78,4,242,3,0,0,medium,10,3,4,4,3,4721,78,3,4.2,4.2
8953,Sales,Korea,Level 2-4,0.8,0.78,3,181,3,0,0,medium,3,3,4,4,2,5620,75,7,4.2,4.2
8954,Finance,Colombia,Level 2-4,0.8,0.78,4,211,3,0,0,medium,5,2,2,4,4,4812,78,4,4.2,4.2
8955,Human Resources,France,Level 2-4,0.8,0.78,2,177,4,0,0,low,8,4,3,3,2,5878,79,9,4.2,4.2
8956,IT,UK,Level 2-4,0.8,0.78,3,135,3,0,0,medium,2,4,3,2,4,5860,79,2,4.2,4.2
8957,Warehouse,Colombia,Level 2-4,0.8,0.78,6,151,3,0,0,low,10,3,2,3,2,5414,70,8,4.2,4.2
8958,Operations,Colombia,Level 2-4,0.8,0.78,5,250,6,0,0,low,1,4,3,3,3,4343,78,5,4.2,4.2
8959,Sales,Turkey,Level 2-4,0.8,0.78,5,191,4,0,0,medium,10,2,2,2,3,4933,72,6,4.2,4.2
8960,Finance,UK,Level 2-4,0.8,0.78,2,158,5,0,0,medium,2,3,4,2,4,4303,72,8,4.2,4.2
8961,Human Resources,France,Level 2-4,0.8,0.78,3,229,2,0,0,medium,1,4,4,4,3,5670,75,2,4.2,4.2
8962,IT,Japan,Level 2-4,0.8,0.78,4,169,4,0,0,low,6,2,3,3,2,4168,71,8,4.2,4.2
8963,Warehouse,Japan,Level 2-4,0.8,0.78,5,164,3,0,0,low,7,3,4,2,2,4540,70,9,4.2,4.2
8964,Operations,UK,Level 2-4,0.8,0.78,4,177,2,0,0,medium,6,2,2,2,3,5566,76,5,4.2,4.2
8965,Sales,Turkey,Level 2-4,0.8,0.78,4,193,3,0,0,medium,8,4,4,2,3,4715,75,8,4.2,4.2
8966,Finance,China,Level 2-4,0.8,0.78,4,198,3,0,0,medium,1,3,4,2,4,4090,76,2,4.2,4.2
8967,Human Resources,Korea,Level 2-4,0.8,0.78,3,268,3,0,0,low,2,2,3,2,3,4746,75,9,4.2,4.2
8968,IT,Australia,Level 2-4,0.8,0.78,3,269,3,0,0,high,8,2,3,3,2,5910,80,1,4.2,4.2
8969,Warehouse,France,Level 2-4,0.8,0.78,4,275,3,0,0,low,3,4,4,3,3,4824,77,5,4.2,4.2
8970,Operations,Australia,Level 2-4,0.8,0.78,5,233,3,0,0,high,5,4,2,2,3,5330,76,1,4.2,4.2
8971,Sales,Japan,Level 2-4,0.8,0.78,2,259,3,0,0,low,3,3,3,2,3,4770,75,7,4.2,4.2
8972,Finance,Colombia,Level 2-4,0.8,0.78,3,239,6,0,0,low,8,4,3,2,3,5791,77,9,4.2,4.2
8973,Human Resources,UK,Level 2-4,0.8,0.78,3,134,3,0,0,medium,3,3,3,2,3,5232,80,5,4.2,4.2
8974,IT,UK,Level 2-4,0.8,0.78,5,131,8,0,0,low,7,4,2,3,3,4471,76,5,4.2,4.2
8975,Warehouse,France,Level 2-4,0.8,0.78,4,194,8,0,0,medium,10,3,3,2,3,5995,71,1,4.2,4.2
8976,Operations,Turkey,Level 2-4,0.8,0.78,4,261,3,0,0,high,2,4,4,3,2,4954,77,8,4.2,4.2
8977,Sales,Colombia,Level 2-4,0.8,0.78,4,254,10,0,0,high,7,3,4,2,3,5820,78,3,4.2,4.2
8978,Finance,Japan,Level 2-4,0.8,0.78,4,161,6,0,0,low,2,4,4,2,3,5734,73,5,4.2,4.2
8979,Human Resources,France,Level 2-4,0.8,0.78,4,227,2,0,0,low,7,2,2,3,3,4414,80,4,4.2,4.2
8980,IT,France,Level 2-4,0.8,0.78,3,165,3,0,0,high,10,3,4,2,2,4208,80,5,4.2,4.2
8981,Warehouse,UK,Level 2-4,0.8,0.78,3,156,7,0,0,medium,9,4,4,2,2,5313,72,9,4.2,4.2
8982,Operations,China,Level 2-4,0.8,0.78,3,262,7,0,1,high,9,4,4,5,3,5097,79,3,4.2,4.2
8983,Sales,China,Level 2-4,0.8,0.78,4,263,3,0,0,low,4,2,3,3,3,4150,76,9,4.2,4.2
8984,Finance,France,Level 2-4,0.8,0.78,4,196,3,0,0,low,1,4,2,3,2,5172,72,7,4.2,4.2
8985,Human Resources,US,Level 2-4,0.8,0.78,6,152,2,1,0,low,3,1,2,1,1,1340,89,4,4.2,1.8
8986,IT,Australia,Level 2-4,0.8,0.78,7,278,4,1,0,low,10,2,1,2,1,1508,86,6,4.2,1.8
8987,Warehouse,Turkey,Level 2-4,0.8,0.78,6,260,4,1,0,medium,1,1,1,2,2,1726,86,1,4.2,1.8
8988,Operations,Korea,Level 2-4,0.8,0.78,6,254,4,1,0,low,7,2,1,2,1,1674,89,4,4.2,1.8
8989,Sales,US,Level 2-4,0.8,0.78,2,151,4,1,0,low,2,1,2,1,1,1150,87,5,4.2,1.8
8990,Finance,Japan,Level 2-4,0.8,0.78,2,198,2,1,0,medium,6,1,2,1,2,1996,90,3,4.2,1.8
8991,Human Resources,Australia,Level 2-4,0.8,0.78,6,243,4,1,0,low,9,1,2,2,2,1258,85,9,4.2,1.8
8992,IT,China,Level 2-4,0.8,0.78,6,245,4,1,0,low,10,1,2,1,1,1448,85,1,4.2,1.8
8993,Warehouse,China,Level 2-4,0.8,0.78,3,268,3,0,0,low,6,3,2,2,3,5603,80,3,4.2,4.2
8994,Operations,Australia,Level 2-4,0.8,0.78,3,269,3,0,0,high,6,2,4,3,3,4260,77,7,4.2,4.2
8995,Sales,Japan,Level 2-4,0.8,0.78,4,275,3,0,0,low,10,3,2,3,3,5674,80,6,4.2,4.2
8996,Finance,Korea,Level 2-4,0.8,0.78,5,233,3,0,0,high,7,2,4,2,3,5323,77,6,4.2,4.2
8997,Human Resources,Turkey,Level 2-4,0.8,0.78,2,259,3,0,0,low,6,2,3,2,2,4840,78,6,4.2,4.2
8998,IT,US,Level 2-4,0.8,0.78,3,239,6,0,0,low,7,3,2,3,2,4501,76,9,4.2,4.2
8999,Warehouse,China,Level 2-4,0.8,0.78,3,134,3,0,0,medium,8,4,4,2,2,4950,70,4,4.2,4.2
9000,Operations,China,Level 2-4,0.8,0.78,5,131,8,0,0,low,5,2,2,2,2,4149,74,6,4.2,4.2
9001,Sales,Australia,Level 2-4,0.8,0.78,4,194,8,0,0,medium,9,3,3,4,2,4843,70,6,4.2,4.2
9002,Finance,US,Level 2-4,0.8,0.78,4,261,3,0,0,high,1,2,3,2,3,4931,77,2,4.2,4.2
9003,Human Resources,France,Level 2-4,0.8,0.78,4,254,10,0,0,high,7,2,3,3,3,5524,75,9,4.2,4.2
9004,IT,Japan,Level 2-4,0.8,0.78,4,161,6,0,0,low,6,4,3,2,2,5560,76,9,4.2,4.2
9005,Warehouse,China,Level 2-4,0.8,0.78,4,227,2,0,0,low,7,4,3,2,2,4916,79,5,4.2,4.2
9006,Operations,France,Level 2-4,0.8,0.78,3,165,3,0,0,high,10,3,2,2,3,4910,78,4,4.2,4.2
9007,Sales,UK,Level 2-4,0.8,0.78,3,156,7,0,0,medium,2,3,4,2,2,5467,71,5,4.2,4.2
9008,Finance,Korea,Level 2-4,0.8,0.78,3,262,7,0,1,high,5,4,5,5,2,5985,80,7,4.2,4.2
9009,Human Resources,Korea,Level 2-4,0.8,0.78,4,263,3,0,0,low,3,2,2,3,2,5253,77,5,4.2,4.2
9010,IT,Korea,Level 2-4,0.8,0.78,4,196,3,0,0,low,10,4,3,2,2,4194,77,9,4.2,4.2
9011,Warehouse,China,Level 2-4,0.8,0.78,6,152,2,1,0,low,6,2,1,2,1,1711,85,3,4.2,1.8
9012,Operations,Japan,Level 1,0.8,0.78,7,278,4,1,0,low,8,2,2,1,2,1909,85,6,4.2,1.8
9013,Sales,France,Level 1,0.8,0.78,6,260,4,1,0,medium,10,1,1,1,1,1799,85,5,4.2,1.8
9014,Finance,UK,Level 1,0.8,0.78,6,254,4,1,0,low,4,2,2,1,2,1392,86,2,4.2,1.8
9015,Human Resources,UK,Level 1,0.8,0.78,2,151,4,1,0,low,3,1,2,1,2,1353,85,7,4.2,1.8
9016,IT,UK,Level 1,0.8,0.78,2,198,2,1,0,medium,6,1,1,1,2,1730,87,8,4.2,1.8
9017,Warehouse,Australia,Level 1,0.8,0.78,5,285,4,1,0,medium,7,1,1,2,2,1666,87,9,4.2,1.8
9018,Operations,Korea,Level 1,0.8,0.79,7,306,4,1,0,medium,5,2,1,1,1,1467,89,3,4.2,1.8
9019,Sales,Japan,Level 1,0.8,0.79,6,291,4,1,0,low,5,2,2,2,1,1327,86,2,4.2,1.8
9020,Finance,Japan,Level 1,0.8,0.79,6,292,4,1,1,low,8,4,5,1,2,1925,85,1,4.2,1.8
9021,Human Resources,UK,Level 1,0.8,0.79,6,293,5,1,0,low,3,1,1,1,1,1969,85,2,4.2,1.8
9022,IT,Turkey,Level 1,0.8,0.79,6,275,4,1,0,low,3,2,2,1,1,1182,89,4,4.2,1.8
9023,Warehouse,Australia,Level 1,0.8,0.79,6,274,4,1,0,low,6,2,1,2,1,1066,87,1,4.2,1.8
9024,Operations,China,Level 1,0.8,0.79,7,310,4,1,0,low,7,1,2,1,2,1294,89,5,4.2,1.8
9025,Sales,Japan,Level 1,0.8,0.79,6,292,4,1,0,low,4,1,2,1,2,1762,85,9,4.2,1.8
9026,Finance,France,Level 1,0.8,0.79,6,256,5,1,0,low,1,1,2,2,1,1980,89,4,4.2,1.8
9027,Human Resources,Colombia,Level 1,0.8,0.79,7,295,4,1,0,low,5,2,2,2,1,1239,90,3,4.2,1.8
9028,IT,Australia,Level 1,0.8,0.79,3,149,2,1,0,medium,5,2,2,2,2,1023,88,4,4.2,1.8
9029,Warehouse,China,Level 1,0.8,0.79,6,294,4,1,0,medium,2,2,2,2,2,1273,86,6,4.2,1.8
9030,Operations,Korea,Level 1,0.8,0.79,6,281,4,1,0,medium,7,1,1,1,2,1599,87,8,4.2,1.8
9031,Sales,France,Level 1,0.8,0.79,6,294,4,1,0,medium,6,1,1,1,2,1112,85,1,4.2,1.8
9032,Finance,Turkey,Level 1,0.8,0.79,6,249,4,1,0,low,8,1,2,1,1,1274,87,1,4.2,1.8
9033,Human Resources,US,Level 1,0.8,0.79,6,276,4,1,0,medium,6,2,2,1,1,1005,90,8,4.2,1.8
9034,IT,Australia,Level 1,0.8,0.79,7,284,4,1,0,medium,8,2,2,1,1,1148,86,7,4.2,1.8
9035,Warehouse,Turkey,Level 1,0.8,0.79,4,134,3,1,0,low,1,2,2,1,1,1008,90,5,4.2,1.8
9036,Operations,Australia,Level 1,0.8,0.79,6,271,4,1,0,medium,1,1,1,1,1,1733,89,3,4.2,1.8
9037,Sales,China,Level 1,0.8,0.79,6,244,4,1,0,medium,1,2,2,1,2,1406,89,7,4.2,1.8
9038,Finance,Colombia,Level 1,0.8,0.79,6,264,4,1,0,low,10,2,1,2,2,1960,85,5,4.2,1.8
9039,Human Resources,Japan,Level 1,0.8,0.79,6,275,4,1,0,low,8,2,2,1,1,1553,85,6,4.2,1.8
9040,IT,Australia,Level 1,0.8,0.79,7,310,4,1,0,medium,7,2,1,2,2,1989,88,2,4.2,1.8
9041,Warehouse,Korea,Level 1,0.8,0.79,6,301,5,1,0,medium,3,2,1,1,1,1586,87,1,4.2,1.8
9042,Operations,Turkey,VP,0.8,0.79,6,247,4,1,0,medium,9,2,2,1,1,1011,86,1,4.2,1.8
9043,Sales,US,Senior Director,0.8,0.79,4,224,2,0,0,low,9,2,2,3,2,5603,75,7,4.2,4.2
9044,Finance,UK,Senior Director,0.8,0.79,3,242,2,0,0,low,6,4,2,3,2,5635,76,3,4.2,4.2
9045,Human Resources,France,Senior Director,0.8,0.79,4,145,2,0,0,low,2,2,3,3,2,5209,77,2,4.2,4.2
9046,IT,France,Director,0.8,0.79,4,150,2,0,0,low,5,3,3,3,3,4140,75,2,4.2,4.2
9047,Warehouse,Japan,Director,0.8,0.79,4,266,3,0,0,low,4,2,4,3,2,5905,80,4,4.2,4.2
9048,Operations,US,Director,0.8,0.79,5,260,2,0,0,low,4,3,4,2,2,5580,75,1,4.2,4.2
9049,Sales,US,Director,0.8,0.79,4,259,3,0,0,medium,5,4,2,2,4,4435,80,6,4.2,4.2
9050,Finance,UK,Director,0.8,0.79,4,192,3,0,0,low,10,4,4,3,3,4068,70,5,4.2,4.2
9051,Human Resources,Korea,Director,0.8,0.79,3,149,3,0,0,medium,5,2,2,3,4,4805,78,7,4.2,4.2
9052,IT,Turkey,Senior Manager,0.8,0.79,4,133,2,0,0,medium,1,2,3,2,3,5274,72,6,4.2,4.2
9053,Warehouse,China,Senior Manager,0.8,0.79,4,145,3,0,0,medium,3,2,4,2,2,5424,74,8,4.2,4.2
9054,Operations,China,Senior Manager,0.8,0.79,3,186,3,0,0,high,1,3,3,2,2,5922,71,7,4.2,4.2
9055,Sales,Colombia,Senior Manager,0.8,0.79,5,267,3,0,0,medium,8,4,3,4,2,5786,78,9,4.2,4.2
9056,Finance,Colombia,Senior Manager,0.8,0.79,3,157,4,0,0,medium,2,3,2,4,4,5684,71,1,4.2,4.2
9057,Human Resources,US,Senior Manager,0.8,0.79,4,174,3,0,0,low,3,3,2,2,2,5920,77,2,4.2,4.2
9058,IT,UK,Senior Manager,0.8,0.79,4,216,2,0,0,low,4,4,2,3,2,5984,79,1,4.2,4.2
9059,Warehouse,Korea,Senior Manager,0.8,0.79,4,143,3,0,0,low,2,4,2,2,3,4693,71,3,4.2,4.2
9060,Operations,Korea,Senior Manager,0.8,0.79,5,135,3,0,0,low,3,3,4,3,3,4939,76,9,4.2,4.2
9061,Sales,Colombia,Senior Manager,0.8,0.79,4,222,3,0,0,low,4,2,4,2,3,5919,75,1,4.2,4.2
9062,Finance,China,Senior Manager,0.8,0.79,6,140,2,0,0,high,1,2,3,2,2,4053,72,1,4.2,4.2
9063,Human Resources,Colombia,Senior Manager,0.8,0.79,4,209,2,0,0,medium,9,2,2,3,4,5131,75,3,4.2,4.2
9064,IT,Japan,Manager,0.8,0.79,3,162,2,0,0,low,4,4,4,3,3,4495,78,2,4.2,4.2
9065,Warehouse,UK,Manager,0.8,0.79,5,152,4,0,0,medium,6,4,2,3,4,5596,74,5,4.2,4.2
9066,Operations,China,Manager,0.8,0.79,4,236,3,0,0,medium,9,3,2,4,3,4725,77,2,4.2,4.2
9067,Sales,France,Manager,0.8,0.79,4,192,4,0,0,low,10,3,3,2,3,4691,71,5,4.2,4.2
9068,Finance,Japan,Manager,0.8,0.79,5,233,3,0,0,high,4,2,3,3,2,4140,77,4,4.2,4.2
9069,Human Resources,France,Manager,0.8,0.79,3,156,3,0,0,medium,2,3,2,2,4,4190,78,6,4.2,4.2
9070,IT,Colombia,Manager,0.8,0.79,5,257,3,0,0,medium,7,2,4,4,3,4133,75,1,4.2,4.2
9071,Warehouse,Japan,Manager,0.8,0.79,4,228,4,0,0,low,4,2,2,2,3,4750,75,2,4.2,4.2
9072,Operations,US,Manager,0.8,0.79,5,262,2,0,0,high,9,3,4,2,2,5008,77,4,4.2,4.2
9073,Sales,UK,Manager,0.8,0.79,3,203,2,0,0,low,2,2,4,2,3,4647,78,7,4.2,4.2
9074,Finance,Japan,Manager,0.8,0.79,4,217,4,0,0,medium,3,3,4,3,3,5966,78,4,4.2,4.2
9075,Human Resources,Turkey,Manager,0.8,0.79,3,197,5,0,0,medium,6,3,4,4,3,5919,78,1,4.2,4.2
9076,IT,Japan,Manager,0.8,0.79,3,217,3,0,0,low,9,2,2,2,3,4306,79,1,4.2,4.2
9077,Warehouse,China,Manager,0.8,0.79,3,200,4,0,0,medium,4,2,4,2,3,4918,89,2,4.2,4.2
9078,Operations,US,Manager,0.8,0.79,4,181,3,0,0,medium,10,3,2,4,4,4541,79,8,4.2,4.2
9079,Sales,France,Manager,0.8,0.79,4,212,3,0,0,low,2,3,2,2,3,4353,79,8,4.2,4.2
9080,Finance,Turkey,Manager,0.8,0.79,5,217,2,0,0,low,4,2,2,3,2,5588,78,3,4.2,4.2
9081,Human Resources,Turkey,Manager,0.8,0.79,5,240,4,0,0,medium,2,3,4,4,4,5215,75,4,4.2,4.2
9082,IT,Korea,Manager,0.8,0.79,3,161,3,0,0,low,9,3,2,2,2,4865,74,7,4.2,4.2
9083,Warehouse,Korea,Manager,0.8,0.79,3,157,3,0,1,medium,6,5,2,3,2,5611,79,1,4.2,4.2
9084,Operations,Korea,Manager,0.8,0.79,4,133,3,0,1,medium,4,4,5,3,2,5180,77,7,4.2,4.2
9085,Sales,UK,Manager,0.8,0.79,4,138,3,0,0,low,2,2,2,3,2,5593,79,2,4.2,4.2
9086,Finance,UK,Level 2-4,0.8,0.79,4,158,3,0,0,high,1,2,4,3,2,5089,76,7,4.2,4.2
9087,Human Resources,UK,Level 2-4,0.8,0.79,5,243,3,0,0,high,2,2,3,3,2,5734,76,8,4.2,4.2
9088,IT,UK,Level 2-4,0.8,0.79,3,189,3,0,0,medium,2,4,3,4,3,4718,72,5,4.2,4.2
9089,Warehouse,Australia,Level 2-4,0.8,0.79,2,272,2,0,0,medium,4,3,3,2,4,4632,79,2,4.2,4.2
9090,Operations,US,Level 2-4,0.8,0.79,4,168,3,0,0,low,6,2,4,3,3,5488,78,7,4.2,4.2
9091,Sales,Japan,Level 2-4,0.8,0.79,4,157,3,0,0,medium,10,4,4,3,4,5041,74,7,4.2,4.2
9092,Finance,Korea,Level 2-4,0.8,0.79,3,217,2,0,0,medium,6,3,2,4,3,5182,79,3,4.2,4.2
9093,Human Resources,Australia,Level 2-4,0.8,0.79,5,237,4,0,0,low,8,2,4,2,2,5432,79,2,4.2,4.2
9094,IT,US,Level 2-4,0.8,0.79,4,133,2,0,0,low,9,4,3,2,2,4145,78,3,4.2,4.2
9095,Warehouse,Korea,Level 2-4,0.8,0.79,3,243,2,0,1,medium,1,5,5,4,2,5840,77,9,4.2,4.2
9096,Operations,Korea,Level 2-4,0.8,0.79,5,273,4,0,0,medium,2,3,4,3,3,4186,79,8,4.2,4.2
9097,Sales,Korea,Level 2-4,0.8,0.79,5,202,5,0,0,low,6,4,3,2,3,5230,78,9,4.2,4.2
9098,Finance,Korea,Level 2-4,0.8,0.79,5,240,2,0,0,low,7,2,3,3,2,4409,80,7,4.2,4.2
9099,Human Resources,Japan,Level 2-4,0.8,0.79,3,275,3,0,0,low,6,3,3,3,3,5148,78,2,4.2,4.2
9100,IT,France,Level 2-4,0.8,0.79,3,274,3,0,0,medium,5,4,4,3,3,4710,77,9,4.2,4.2
9101,Warehouse,Colombia,Level 2-4,0.8,0.79,4,272,3,0,0,low,4,4,3,2,2,5654,78,1,4.2,4.2
9102,Operations,China,Level 2-4,0.8,0.79,2,126,5,0,0,medium,2,2,3,2,2,5461,78,3,4.2,4.2
9103,Sales,Colombia,Level 2-4,0.8,0.79,5,215,2,0,0,medium,10,3,4,4,3,5194,76,6,4.2,4.2
9104,Finance,Turkey,Level 2-4,0.8,0.79,2,175,5,0,0,low,8,3,3,3,3,4269,76,4,4.2,4.2
9105,Human Resources,Australia,Level 2-4,0.8,0.79,4,149,6,0,0,medium,5,2,4,2,2,5456,71,7,4.2,4.2
9106,IT,Colombia,Level 2-4,0.8,0.79,6,145,3,0,0,medium,1,4,3,3,4,4346,71,7,4.2,4.2
9107,Warehouse,Turkey,Level 2-4,0.8,0.79,6,257,4,0,0,medium,3,2,4,2,2,5656,78,7,4.2,4.2
9108,Operations,China,Level 2-4,0.8,0.79,4,136,3,0,0,medium,10,4,3,2,2,4299,78,7,4.2,4.2
9109,Sales,Australia,Level 2-4,0.8,0.79,5,163,6,0,0,low,6,4,2,3,3,4349,73,1,4.2,4.2
9110,Finance,Turkey,Level 2-4,0.8,0.79,3,256,3,0,0,low,7,3,2,2,3,5013,78,7,4.2,4.2
9111,Human Resources,US,Level 2-4,0.8,0.79,3,141,3,0,0,low,7,2,3,2,2,4954,79,9,4.2,4.2
9112,IT,Colombia,Level 2-4,0.8,0.79,4,196,2,0,0,medium,4,4,4,2,4,4203,76,8,4.2,4.2
9113,Warehouse,Colombia,Level 2-4,0.8,0.79,5,154,2,0,0,low,5,4,2,2,3,5528,74,5,4.2,4.2
9114,Operations,Colombia,Level 2-4,0.8,0.79,5,197,3,0,0,medium,2,4,4,3,4,4678,73,6,4.2,4.2
9115,Sales,Australia,Level 2-4,0.8,0.79,3,207,3,0,0,medium,1,3,4,4,3,4369,79,3,4.2,4.2
9116,Finance,UK,Level 2-4,0.8,0.79,4,258,4,0,0,low,5,3,4,3,3,5664,79,3,4.2,4.2
9117,Human Resources,France,Level 2-4,0.8,0.79,3,270,3,0,0,high,7,2,2,3,2,4690,75,8,4.2,4.2
9118,IT,Korea,Level 2-4,0.8,0.79,5,139,4,0,0,low,9,3,2,2,2,5070,72,7,4.2,4.2
9119,Warehouse,US,Level 2-4,0.8,0.79,3,197,3,0,0,low,4,2,3,3,3,5423,77,2,4.2,4.2
9120,Operations,Korea,Level 2-4,0.8,0.79,5,176,3,0,0,low,9,4,2,2,2,5656,75,4,4.2,4.2
9121,Sales,France,Level 2-4,0.8,0.79,3,206,3,0,0,medium,5,3,4,3,4,5676,75,9,4.2,4.2
9122,Finance,China,Level 2-4,0.8,0.79,4,176,4,0,0,medium,6,3,4,2,2,5061,70,4,4.2,4.2
